review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
155,DEV_MAB20181008,repeated_total_near_year,FRUIT SEVER,WORCESTER,MA,2,2018,2020,normalized_name_standardized_primary_address,134,120,MA-20-22|MA-21-22,6 SEVER STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAB20181008 (PIS 2018, state ID MA-20-22, units 134); MAB20200007 (PIS 2020, state ID MA-21-22, units 134). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22FRUIT%20SEVER%22%20%22WORCESTER%22%20%226%20SEVER%20STREET%22%20affordable%20housing,"FRUIT SEVER | Low Income Housing | 6 SEVER STREET Worcester, MA 01609 ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-fruit-sever-6-sever-street-worcester-ma-1609/,"Fruit Sever in Worcester, Massachusetts - LIHTC Year-15 Expiration Data ...",housing_directory_or_other_web_source,https://www.fairhousinghub.com/property/ma-worcester-fruit-sever,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
156,DEV_MAB20181009,repeated_total_near_year,GOLDA MEIER,NEWON,MA,2,2018,2020,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,68,50,MA-20-24|MA-21-24,160 STANTON AVENUE,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAB20181009 (PIS 2018, state ID MA-20-24, units 68); MAB20200008 (PIS 2020, state ID MA-21-24, units 68). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22GOLDA%20MEIER%22%20%22NEWON%22%20%22160%20STANTON%20AVENUE%22%20affordable%20housing,"Golda Meier - Affordable Housing in Newon, MA | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/massachusetts/newon/golda-meier/pb9h6n5sb7hovtfvb3svjo5c,,,,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
157,DEV_MAB20190003,repeated_total_near_year,HARBOR LAFAYETTE,SALEM,MA,2,2019,2020,normalized_name_standardized_primary_address,27,22,MA-20-20|MA-21-20,15-17 HARBOR STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAB20190003 (PIS 2019, state ID MA-20-20, units 27); MAB20200009 (PIS 2020, state ID MA-21-20, units 27). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22HARBOR%20LAFAYETTE%22%20%22SALEM%22%20%2215-17%20HARBOR%20STREET%22%20affordable%20housing,"Harbor Lafayette - Affordable Housing in Salem, MA | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/massachusetts/salem/harbor-lafayette/lyq5l93a1mef4qfusm0dwg5c,"HARBOR LAFAYETTE | Low Income Housing | 15-17 HARBOR STREET Salem, MA ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-harbor-lafayette-15-17-harbor-street-salem-ma-1970/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
158,DEV_MAB20172002,repeated_total_near_year,LANDFALL,EAST BOSTON,MA,2,2017,2020,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,111,106,MA-20-21|MA-21-21,72 MARGINAL STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAB20172002 (PIS 2017, state ID MA-20-21, units 111); MAB20200012 (PIS 2020, state ID MA-21-21, units 111). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22LANDFALL%22%20%22EAST%20BOSTON%22%20%2272%20MARGINAL%20STREET%22%20affordable%20housing,Landfall Apartments — Ebcdc,housing_directory_or_other_web_source,https://www.ebcdc.com/landfall-apartments,"LANDFALL | Low Income Housing | 72 MARGINAL STREET East Boston, MA ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-landfall-72-marginal-street-east-boston-ma-2128/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
159,DEV_MAC00000137,repeated_total_near_year,WORCESTER LOOMWORKS PHASE 2,WORCESTER,MA,2,2015,2015,normalized_name_standardized_primary_address,55,55,3161|MA1012-676,93 GRAND ST|93 GRAND STREET,accept,duplicate_or_parallel_financing_records,"Internal HUD read: MAC00000137 (PIS 8888, state ID MA1012-676, units 55); MAB20150031 (PIS 2015, state ID 3161, units 55). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WORCESTER%20LOOMWORKS%20PHASE%202%22%20%22WORCESTER%22%20%2293%20GRAND%20ST%22%20affordable%20housing,"Worcester Loomworks Phase 2 - Worcester, Massachusetts",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/19092/worcester-loomworks-phase-2-mac00000137,WORCESTER LOOMWORKS PHASE 2 | Low Income Housing | 93 GRAND ST ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-worcester-loomworks-phase-2-93-grand-st-worcester-ma-1610/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
160,DEV_NCA19940110,repeated_total_near_year,103-106 HORSE CREEK ROAD,WARRENTON,NC,2,1994,1994,normalized_name_identical_multisite_set,4,4,1071|9001869,103 106 HORSE CREEK ROAD|103 HORSECREEK RD,accept,duplicate_or_parallel_financing_records,"Internal HUD read: NCA19940110 (PIS 1994, state ID 1071, units 4); NCA19949017 (PIS 1994, state ID 9001869, units 4). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22103-106%20HORSE%20CREEK%20ROAD%22%20%22WARRENTON%22%20%22103%20106%20HORSE%20CREEK%20ROAD%22%20affordable%20housing,"103 106 Horse Creek Road - Affordable Housing in Warrenton, NC ...",housing_directory_or_other_web_source,https://section8search.org/north-carolina/warrenton/103106-horse-creek-road/qp3dg523cbkgv9iwevs1cgir,103-106 HORSE CREEK ROAD | Low Income Housing | 103 106 HORSE CREEK ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-103-106-horse-creek-road-103-106-horse-creek-road-warrenton-nc-27589/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
161,DEV_NCA19960305,repeated_total_near_year,BAREFOOT PARK APTS: LOT 24,WILSON,NC,2,1996,1996,normalized_name_identical_multisite_set,2,2,1127|9000825,2136 AND 2138 BAREFOOT PARK LN|2136 BAREFOOT PARK LN SW,accept,duplicate_or_parallel_financing_records,"Internal HUD read: NCA19960305 (PIS 1996, state ID 1127, units 2); NCA19969061 (PIS 1996, state ID 9000825, units 2). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BAREFOOT%20PARK%20APTS%3A%20LOT%2024%22%20%22WILSON%22%20NC%20housing,"Barefoot Park Apts: Lot 24 | Affordable Housing in Wilson, NC",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/wilson-county/wilson/barefoot-park-apts-lot-24-19830-lihtc,"Barefoot Park Apts: Lot 24 - Affordable Housing in Wilson, NC | Section ...",housing_directory_or_other_web_source,https://section8search.org/north-carolina/wilson/barefoot-park-apts-lot-24/jwhvlyxg01vey0xcfaab93ib,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
162,DEV_NCA19910055,repeated_total_near_year,BRAGG STREET APTS,GREENSBORO,NC,2,1991,1991,normalized_name_identical_multisite_set,4,4,572|9001641,810 A B C D EAST BRAGG ST|810 E BRAGG ST,accept,duplicate_or_parallel_financing_records,"Internal HUD read: NCA19910055 (PIS 1991, state ID 572, units 4); NCA19919009 (PIS 1991, state ID 9001641, units 4). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BRAGG%20STREET%20APTS%22%20%22GREENSBORO%22%20%22810%20A%20B%20C%20D%20EAST%20BRAGG%20ST%22%20affordable%20housing,BRAGG STREET APTS | Low Income Housing | 810 A B C D EAST BRAGG ST ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-bragg-street-apts-810-a-b-c-d-east-bragg-st-greensboro-nc-27406/,"Bragg Street Apts in Greensboro, North Carolina - LIHTC Year-15 ...",housing_directory_or_other_web_source,https://www.fairhousinghub.com/property/nc-greensboro-bragg-street-apts-76d14a,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
163,DEV_NCA19900130,repeated_total_near_year,BRIDGES ST APTS,SHELBY,NC,2,1990,1990,normalized_name_identical_multisite_set,2,2,530|9001763,1116 1118 BRIDGES ST|1116 BRIDGES ST,accept,duplicate_or_parallel_financing_records,"Internal HUD read: NCA19900130 (PIS 1990, state ID 530, units 2); NCA19909009 (PIS 1990, state ID 9001763, units 2). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BRIDGES%20ST%20APTS%22%20%22SHELBY%22%20%221116%201118%20BRIDGES%20ST%22%20affordable%20housing,"BRIDGES ST APTS | Low Income Housing | 1116 1118 BRIDGES ST Shelby, NC ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-bridges-st-apts-1116-1118-bridges-st-shelby-nc-28150/,"Bridges St Apts in Shelby, North Carolina - NCA19909009",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/26714/bridges-st-apts-nca19909009,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
164,DEV_NCA19950275,repeated_total_near_year,CLARK STREET DUPLEX,HENDERSON,NC,2,1995,1995,normalized_name_identical_multisite_set,2,2,1239|9001896,322 A B CLARK STREET|322 N CLARK ST,accept,duplicate_or_parallel_financing_records,"Internal HUD read: NCA19950275 (PIS 1995, state ID 1239, units 2); NCA19959052 (PIS 1995, state ID 9001896, units 2). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CLARK%20STREET%20DUPLEX%22%20%22HENDERSON%22%20%22322%20A%20B%20CLARK%20STREET%22%20affordable%20housing,CLARK STREET DUPLEX | Low Income Housing | 322 A B CLARK STREET ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-clark-street-duplex-322-a-b-clark-street-henderson-nc-27536/,"Clark Street Duplex - Affordable Housing in Henderson, NC | Section 8 ...",housing_directory_or_other_web_source,https://section8search.org/north-carolina/henderson/clark-street-duplex/kr0raumktx3p0z8jpi93lsef,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_or_parallel_financing_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
